GID_0,GID_1,GID_2,commodity,gas_type,year,LD_emissions,production_mt,area__ha,EF
BRA,BRA.12_1,BRA.12.129_2,SOYB,CO2e,2022,260816.822,2029268.895,572976.6175,0.12852748230785846
BRA,BRA.12_1,BRA.12.129_2,SOYB,CO2e,2023,245233.2445,2057392.163,580917.3961,0.11919615954131542
BRA,BRA.12_1,BRA.12.129_2,SOYB,CO2e,2024,127556.8238,1838929.736,519233.1792,0.06936470779871058
BRA,BRA.12_1,BRA.12.129_2,SOYB,N2O,2020,1749.769779,1884797.976,532184.3604,9.283593261880709e-4
BRA,BRA.12_1,BRA.12.129_2,SOYB,N2O,2021,1374.983464,1966273.985,555189.6152,6.992837592773216e-4
BRA,BRA.12_1,BRA.12.129_2,SOYB,N2O,2022,911.2555051,2029268.895,572976.6175,4.490560651401499e-4
BRA,BRA.12_1,BRA.12.129_2,SOYB,N2O,2023,741.5160777,2057392.163,580917.3961,3.6041552555481375e-4
BRA,BRA.12_1,BRA.12.129_2,SOYB,N2O,2024,398.2303747,1838929.736,519233.1792,2.1655551427768094e-4
BRA,BRA.12_1,BRA.12.12_2,SOYB,CH4,2022,1.752824759,13752.96921,3371.89052,1.2745064227479645e-4
BRA,BRA.12_1,BRA.12.12_2,SOYB,CH4,2023,0.929783426,22075.98045,5412.488609,4.2117423871880625e-5
BRA,BRA.12_1,BRA.12.12_2,SOYB,CH4,2024,0.025191232,6146.646308,1507.006821,4.098370190458663e-6
BRA,BRA.12_1,BRA.12.12_2,SOYB,CO2,2022,1715.18123,13752.96921,3371.89052,0.12471352213548655
BRA,BRA.12_1,BRA.12.12_2,SOYB,CO2,2023,553.7301643,22075.98045,5412.488609,0.02508292510741012
BRA,BRA.12_1,BRA.12.12_2,SOYB,CO2,2024,175.5548999,6146.646308,1507.006821,0.028561086990073155
BRA,BRA.12_1,BRA.12.12_2,SOYB,CO2e,2022,1718.808687,13752.96921,3371.89052,0.12497728023343696
BRA,BRA.12_1,BRA.12.12_2,SOYB,CO2e,2023,555.8324625,22075.98045,5412.488609,0.025178155224358338
BRA,BRA.12_1,BRA.12.12_2,SOYB,CO2e,2024,175.897934,6146.646308,1507.006821,0.02861689532567781
BRA,BRA.12_1,BRA.12.12_2,SOYB,N2O,2022,1.874632908,13752.96921,3371.89052,1.3630750417422042e-4
BRA,BRA.12_1,BRA.12.12_2,SOYB,N2O,2023,1.172514772,22075.98045,5412.488609,5.311269298573781e-5
BRA,BRA.12_1,BRA.12.12_2,SOYB,N2O,2024,0.317842809,6146.646308,1507.006821,5.17099558154697e-5
BRA,BRA.12_1,BRA.12.130_2,SOYB,CH4,2020,2072.852383,529688.2531,175760.9119,0.003913344067701395
BRA,BRA.12_1,BRA.12.130_2,SOYB,CH4,2021,2595.422382,666241.6261,221071.9892,0.0038956172660554213
BRA,BRA.12_1,BRA.12.130_2,SOYB,CH4,2022,1806.953472,612205.905,203141.8811,0.0029515453170939274
BRA,BRA.12_1,BRA.12.130_2,SOYB,CH4,2023,1906.970207,746207.0601,247606.0826,0.0025555510111958
BRA,BRA.12_1,BRA.12.130_2,SOYB,CH4,2024,1455.508891,693870.3412,230239.7367,0.002097666962508874
BRA,BRA.12_1,BRA.12.130_2,SOYB,CO2,2020,1301192.989,529688.2531,175760.9119,2.4565260441113606
BRA,BRA.12_1,BRA.12.130_2,SOYB,CO2,2021,1450755.098,666241.6261,221071.9892,2.1775209491072056
BRA,BRA.12_1,BRA.12.130_2,SOYB,CO2,2022,1081534.416,612205.905,203141.8811,1.766618726096737
BRA,BRA.12_1,BRA.12.130_2,SOYB,CO2,2023,1166059.23,746207.0601,247606.0826,1.5626483483602194
BRA,BRA.12_1,BRA.12.130_2,SOYB,CO2,2024,948054.283,693870.3412,230239.7367,1.3663277224969823
BRA,BRA.12_1,BRA.12.130_2,SOYB,CO2e,2020,1308573.429,529688.2531,175760.9119,2.470459598342186
BRA,BRA.12_1,BRA.12.130_2,SOYB,CO2e,2021,1458687.245,666241.6261,221071.9892,2.189426760286301
BRA,BRA.12_1,BRA.12.130_2,SOYB,CO2e,2022,1086951.517,612205.905,203141.8811,1.7754672212774556
BRA,BRA.12_1,BRA.12.130_2,SOYB,CO2e,2023,1171390.415,746207.0601,247606.0826,1.5697927259533309
BRA,BRA.12_1,BRA.12.130_2,SOYB,CO2e,2024,952008.2842,693870.3412,230239.7367,1.3720261952017845
BRA,BRA.12_1,BRA.12.130_2,SOYB,N2O,2020,5307.587287,529688.2531,175760.9119,0.010020209540116004
BRA,BRA.12_1,BRA.12.130_2,SOYB,N2O,2021,5336.72404,666241.6261,221071.9892,0.008010193045486745
BRA,BRA.12_1,BRA.12.130_2,SOYB,N2O,2022,3610.147631,612205.905,203141.8811,0.00589695003186877
BRA,BRA.12_1,BRA.12.130_2,SOYB,N2O,2023,3424.214423,746207.0601,247606.0826,0.0045888260860747114
BRA,BRA.12_1,BRA.12.130_2,SOYB,N2O,2024,2498.492319,693870.3412,230239.7367,0.0036008057567052556
BRA,BRA.12_1,BRA.12.131_2,SOYB,CH4,2020,13.96713446,354732.4131,109963.5438,3.937371929996887e-5
BRA,BRA.12_1,BRA.12.131_2,SOYB,CH4,2021,19.26778145,496102.064,153786.7391,3.883834164011864e-5
BRA,BRA.12_1,BRA.12.131_2,SOYB,CH4,2022,39.21295151,400029.4449,124005.1762,9.802516292220068e-5
BRA,BRA.12_1,BRA.12.131_2,SOYB,CH4,2023,47.20333973,631574.5863,195781.8827,7.473913731477831e-5
BRA,BRA.12_1,BRA.12.131_2,SOYB,CH4,2024,16.7351341,566252.0458,175532.5405,2.9554213930223652e-5
BRA,BRA.12_1,BRA.12.131_2,SOYB,CO2,2020,11051.98369,354732.4131,109963.5438,0.031155832627238426
BRA,BRA.12_1,BRA.12.131_2,SOYB,CO2,2021,20137.08685,496102.064,153786.7391,0.04059061292274728
BRA,BRA.12_1,BRA.12.131_2,SOYB,CO2,2022,19307.90915,400029.4449,124005.1762,0.04826621988995491
BRA,BRA.12_1,BRA.12.131_2,SOYB,CO2,2023,22340.3971,631574.5863,195781.8827,0.035372539656603974
BRA,BRA.12_1,BRA.12.131_2,SOYB,CO2,2024,14632.65988,566252.0458,175532.5405,0.025841248589798915
BRA,BRA.12_1,BRA.12.131_2,SOYB,CO2e,2020,11110.06512,354732.4131,109963.5438,0.031319565705623983
BRA,BRA.12_1,BRA.12.131_2,SOYB,CO2e,2021,20216.06174,496102.064,153786.7391,0.04074980373393488
BRA,BRA.12_1,BRA.12.131_2,SOYB,CO2e,2022,19402.15822,400029.4449,124005.1762,0.04850182522151634
BRA,BRA.12_1,BRA.12.131_2,SOYB,CO2e,2023,22447.86407,631574.5863,195781.8827,0.035542696867377106
BRA,BRA.12_1,BRA.12.131_2,SOYB,CO2e,2024,14682.12257,566252.0458,175532.5405,0.025928599603127475
BRA,BRA.12_1,BRA.12.131_2,SOYB,N2O,2020,44.11429457,354732.4131,109963.5438,1.2435935635113238e-4
BRA,BRA.12_1,BRA.12.131_2,SOYB,N2O,2021,59.70711377,496102.064,153786.7391,1.203524800695044e-4
BRA,BRA.12_1,BRA.12.131_2,SOYB,N2O,2022,55.03611784,400029.4449,124005.1762,1.375801670143507e-4
BRA,BRA.12_1,BRA.12.131_2,SOYB,N2O,2023,60.26363138,631574.5863,195781.8827,9.54180752158615e-5
BRA,BRA.12_1,BRA.12.131_2,SOYB,N2O,2024,32.72755788,566252.0458,175532.5405,5.779680289501217e-5
BRA,BRA.12_1,BRA.12.132_2,SOYB,CH4,2020,406.2007485,478912.8676,157332.751,8.481725507514845e-4
BRA,BRA.12_1,BRA.12.132_2,SOYB,CH4,2021,599.7714363,605559.2752,198938.707,9.90442159608424e-4
BRA,BRA.12_1,BRA.12.132_2,SOYB,CH4,2022,391.8500597,503672.3261,165466.7436,7.779860822097289e-4
BRA,BRA.12_1,BRA.12.132_2,SOYB,CH4,2023,502.0697944,620692.5675,203910.3055,8.088864289485792e-4
BRA,BRA.12_1,BRA.12.132_2,SOYB,CH4,2024,242.6320785,542130.1479,178100.9309,4.475531926048786e-4
BRA,BRA.12_1,BRA.12.132_2,SOYB,CO2,2020,504251.0942,478912.8676,157332.751,1.0529078008009656
BRA,BRA.12_1,BRA.12.132_2,SOYB,CO2,2021,630230.4972,605559.2752,198938.707,1.0407412172687005
BRA,BRA.12_1,BRA.12.132_2,SOYB,CO2,2022,390264.6298,503672.3261,165466.7436,0.7748383414706731
BRA,BRA.12_1,BRA.12.132_2,SOYB,CO2,2023,436827.3175,620692.5675,203910.3055,0.7037740426946549
BRA,BRA.12_1,BRA.12.132_2,SOYB,CO2,2024,266843.2105,542130.1479,178100.9309,0.49221245402722236
BRA,BRA.12_1,BRA.12.132_2,SOYB,CO2e,2020,506587.6793,478912.8676,157332.751,1.0577867365282712
BRA,BRA.12_1,BRA.12.132_2,SOYB,CO2e,2021,633006.2064,605559.2752,198938.707,1.0453249290764062
BRA,BRA.12_1,BRA.12.132_2,SOYB,CO2e,2022,391890.0602,503672.3261,165466.7436,0.7780654999143103
BRA,BRA.12_1,BRA.12.132_2,SOYB,CO2e,2023,438589.157,620692.5675,203910.3055,0.7066125485705933
BRA,BRA.12_1,BRA.12.132_2,SOYB,CO2e,2024,267803.3465,542130.1479,178100.9309,0.49398349738963115
BRA,BRA.12_1,BRA.12.132_2,SOYB,N2O,2020,1930.38434,478912.8676,157332.751,0.004030763152541362
BRA,BRA.12_1,BRA.12.132_2,SOYB,N2O,2021,2175.937759,605559.2752,198938.707,0.0035932696403359454
BRA,BRA.12_1,BRA.12.132_2,SOYB,N2O,2022,1233.580304,503672.3261,165466.7436,0.0024491722893567967
BRA,BRA.12_1,BRA.12.132_2,SOYB,N2O,2023,1259.769769,620692.5675,203910.3055,0.0020296195491337184
BRA,BRA.12_1,BRA.12.132_2,SOYB,N2O,2024,717.5039497,542130.1479,178100.9309,0.0013234902218209586
BRA,BRA.12_1,BRA.12.133_2,SOYB,CH4,2020,29.28055365,63106.62043,19918.29553,4.639854495532522e-4
BRA,BRA.12_1,BRA.12.133_2,SOYB,CH4,2021,57.29241322,72208.03472,22790.96814,7.934354319732136e-4
BRA,BRA.12_1,BRA.12.133_2,SOYB,CH4,2022,59.93404096,84918.17374,26802.65983,7.057857973194797e-4
BRA,BRA.12_1,BRA.12.133_2,SOYB,CH4,2023,62.45120478,102207.8142,32259.77615,6.110218212650125e-4
BRA,BRA.12_1,BRA.12.133_2,SOYB,CH4,2024,36.37984863,98270.50895,31017.04743,3.702010808604853e-4
BRA,BRA.12_1,BRA.12.133_2,SOYB,CO2,2020,67320.28855,63106.62043,19918.29553,1.0667706191725785
BRA,BRA.12_1,BRA.12.133_2,SOYB,CO2,2021,72880.80111,72208.03472,22790.96814,1.0093170572029662
BRA,BRA.12_1,BRA.12.133_2,SOYB,CO2,2022,80412.29386,84918.17374,26802.65983,0.9469385682528222
BRA,BRA.12_1,BRA.12.133_2,SOYB,CO2,2023,76656.96055,102207.8142,32259.77615,0.7500107614081039
BRA,BRA.12_1,BRA.12.133_2,SOYB,CO2,2024,65341.19714,98270.50895,31017.04743,0.6649115572734601
BRA,BRA.12_1,BRA.12.133_2,SOYB,CO2e,2020,67587.85064,63106.62043,19918.29553,1.0710104610176476
BRA,BRA.12_1,BRA.12.133_2,SOYB,CO2e,2021,73183.84611,72208.03472,22790.96814,1.0135138893307911
BRA,BRA.12_1,BRA.12.133_2,SOYB,CO2e,2022,80706.69146,84918.17374,26802.65983,0.9504054068226362
BRA,BRA.12_1,BRA.12.133_2,SOYB,CO2e,2023,76936.33187,102207.8142,32259.77615,0.7527441269749804
BRA,BRA.12_1,BRA.12.133_2,SOYB,CO2e,2024,65544.74069,98270.50895,31017.04743,0.6669828149902952
BRA,BRA.12_1,BRA.12.133_2,SOYB,N2O,2020,238.2815411,63106.62043,19918.29553,0.003775856470785184
BRA,BRA.12_1,BRA.12.133_2,SOYB,N2O,2021,245.7525799,72208.03472,22790.96814,0.003403396600571544
BRA,BRA.12_1,BRA.12.133_2,SOYB,N2O,2022,234.4635641,84918.17374,26802.65983,0.0027610528320813135
BRA,BRA.12_1,BRA.12.133_2,SOYB,N2O,2023,216.9201183,102207.8142,32259.77615,0.002122343775746258
BRA,BRA.12_1,BRA.12.133_2,SOYB,N2O,2024,167.163697,98270.50895,31017.04743,0.0017010565915055232
BRA,BRA.12_1,BRA.12.134_2,SOYB,CH4,2020,24.03649172,199111.0187,48349.46111,1.2071904346095339e-4
BRA,BRA.12_1,BRA.12.134_2,SOYB,CH4,2021,20.99232514,141671.7477,34401.6755,1.481758041444702e-4
BRA,BRA.12_1,BRA.12.134_2,SOYB,CH4,2022,12.18424006,149897.2038,36399.03543,8.128397162269148e-5
BRA,BRA.12_1,BRA.12.134_2,SOYB,CH4,2023,13.67533812,146631.8919,35606.1307,9.3263054461073893e-05
BRA,BRA.12_1,BRA.12.134_2,SOYB,CH4,2024,7.633606998,145932.2507,35436.23916,5.230925283056708e-5
BRA,BRA.12_1,BRA.12.134_2,SOYB,CO2,2020,26511.86007,199111.0187,48349.46111,0.13315114473873163
BRA,BRA.12_1,BRA.12.134_2,SOYB,CO2,2021,20945.47254,141671.7477,34401.6755,0.147845091770545
BRA,BRA.12_1,BRA.12.134_2,SOYB,CO2,2022,15353.55458,149897.2038,36399.03543,0.1024272247298585
BRA,BRA.12_1,BRA.12.134_2,SOYB,CO2,2023,18375.75676,146631.8919,35606.1307,0.1253189638481368
BRA,BRA.12_1,BRA.12.134_2,SOYB,CO2,2024,11952.23474,145932.2507,35436.23916,0.08190262729909366
BRA,BRA.12_1,BRA.12.134_2,SOYB,CO2e,2020,26656.12582,199111.0187,48349.46111,0.13387569404264216
BRA,BRA.12_1,BRA.12.134_2,SOYB,CO2e,2021,21043.53551,141671.7477,34401.6755,0.14853727614457882
BRA,BRA.12_1,BRA.12.134_2,SOYB,CO2e,2022,15422.64414,149897.2038,36399.03543,0.10288813766384615
BRA,BRA.12_1,BRA.12.134_2,SOYB,CO2e,2023,18444.77662,146631.8919,35606.1307,0.12578966540634262
BRA,BRA.12_1,BRA.12.134_2,SOYB,CO2e,2024,11994.39563,145932.2507,35436.23916,0.08219153458173863
BRA,BRA.12_1,BRA.12.134_2,SOYB,N2O,2020,120.2292536,199111.0187,48349.46111,6.038302369450938e-4
BRA,BRA.12_1,BRA.12.134_2,SOYB,N2O,2021,77.07063537,141671.7477,34401.6755,5.440085029035044e-4
BRA,BRA.12_1,BRA.12.134_2,SOYB,N2O,2022,56.90531997,149897.2038,36399.03543,3.796289625650776e-4
BRA,BRA.12_1,BRA.12.134_2,SOYB,N2O,2023,55.34452329,146631.8919,35606.1307,3.774385133606805e-4
BRA,BRA.12_1,BRA.12.134_2,SOYB,N2O,2024,34.52727635,145932.2507,35436.23916,2.365979842315966e-4
BRA,BRA.12_1,BRA.12.135_2,SOYB,CH4,2020,6.681364536,141746.8353,35259.4059,4.713589916740808e-5
BRA,BRA.12_1,BRA.12.135_2,SOYB,CH4,2021,6.206209209,79062.314,19666.68402,7.849769245306936e-5
BRA,BRA.12_1,BRA.12.135_2,SOYB,CH4,2022,7.440697809,98112.43051,24405.38446,7.58384821405644e-5
BRA,BRA.12_1,BRA.12.135_2,SOYB,CH4,2023,9.227167943,114014.9465,28361.12192,8.092945904245983e-5
BRA,BRA.12_1,BRA.12.135_2,SOYB,CH4,2024,14.3015203,113685.518,28279.17686,1.257989632417385e-4
BRA,BRA.12_1,BRA.12.135_2,SOYB,CO2,2020,4259.712443,141746.8353,35259.4059,0.030051552360830732
BRA,BRA.12_1,BRA.12.135_2,SOYB,CO2,2021,3448.667187,79062.314,19666.68402,0.043619608540675904
BRA,BRA.12_1,BRA.12.135_2,SOYB,CO2,2022,6073.237877,98112.43051,24405.38446,0.061900799373031445
BRA,BRA.12_1,BRA.12.135_2,SOYB,CO2,2023,14109.08198,114014.9465,28361.12192,0.12374765250624399
BRA,BRA.12_1,BRA.12.135_2,SOYB,CO2,2024,12274.24597,113685.518,28279.17686,0.10796666264915114
BRA,BRA.12_1,BRA.12.135_2,SOYB,CO2e,2020,4280.178608,141746.8353,35259.4059,0.030195937700769254
BRA,BRA.12_1,BRA.12.135_2,SOYB,CO2e,2021,3466.253577,79062.314,19666.68402,0.043842045617334194
BRA,BRA.12_1,BRA.12.135_2,SOYB,CO2e,2022,6093.01383,98112.43051,24405.38446,0.062102363567264555
BRA,BRA.12_1,BRA.12.135_2,SOYB,CO2e,2023,14137.33307,114014.9465,28361.12192,0.12399543659830599
BRA,BRA.12_1,BRA.12.135_2,SOYB,CO2e,2024,12303.27216,113685.518,28279.17686,0.10822198268032698
BRA,BRA.12_1,BRA.12.135_2,SOYB,N2O,2020,13.78480066,141746.8353,35259.4059,9.72494421538595e-5
BRA,BRA.12_1,BRA.12.135_2,SOYB,N2O,2021,11.38018108,79062.314,19666.68402,1.439393878605678e-4
BRA,BRA.12_1,BRA.12.135_2,SOYB,N2O,2022,12.33525571,98112.43051,24405.38446,1.2572571738239368e-4
BRA,BRA.12_1,BRA.12.135_2,SOYB,N2O,2023,19.02391992,114014.9465,28361.12192,1.668546142763835e-4
BRA,BRA.12_1,BRA.12.135_2,SOYB,N2O,2024,14.72467716,113685.518,28279.17686,1.2952113355370383e-4
BRA,BRA.12_1,BRA.12.136_2,SOYB,CH4,2020,1545.023644,185384.2002,57175.24047,0.00833417110159963
BRA,BRA.12_1,BRA.12.136_2,SOYB,CH4,2021,3551.988614,230770.1346,71172.93665,0.015391890376788817
BRA,BRA.12_1,BRA.12.136_2,SOYB,CH4,2022,3634.418782,249509.3062,76952.37548,0.014566265432547623
BRA,BRA.12_1,BRA.12.136_2,SOYB,CH4,2023,7677.129138,293544.9775,90533.63048,0.026153161274919106
BRA,BRA.12_1,BRA.12.136_2,SOYB,CH4,2024,4447.708781,267473.2713,82492.72909,0.01662861025097127
BRA,BRA.12_1,BRA.12.136_2,SOYB,CO2,2020,778326.1454,185384.2002,57175.24047,4.198449191248824
BRA,BRA.12_1,BRA.12.136_2,SOYB,CO2,2021,966983.2744,230770.1346,71172.93665,4.1902444442219435
BRA,BRA.12_1,BRA.12.136_2,SOYB,CO2,2022,910848.498,249509.3062,76952.37548,3.6505592191013836
BRA,BRA.12_1,BRA.12.136_2,SOYB,CO2,2023,1094541.494,293544.9775,90533.63048,3.7287011459768546
BRA,BRA.12_1,BRA.12.136_2,SOYB,CO2,2024,801525.8243,267473.2713,82492.72909,2.99665764883476
BRA,BRA.12_1,BRA.12.136_2,SOYB,CO2e,2020,782409.1662,185384.2002,57175.24047,4.220473834101856
BRA,BRA.12_1,BRA.12.136_2,SOYB,CO2e,2021,973821.4569,230770.1346,71172.93665,4.219876452331887
BRA,BRA.12_1,BRA.12.136_2,SOYB,CO2e,2022,917514.1778,249509.3062,76952.37548,3.6772743741451674
BRA,BRA.12_1,BRA.12.136_2,SOYB,CO2e,2023,1106406.28,293544.9775,90533.63048,3.769120117205889
BRA,BRA.12_1,BRA.12.136_2,SOYB,CO2e,2024,808648.6207,267473.2713,82492.72909,3.023287585969716
BRA,BRA.12_1,BRA.12.136_2,SOYB,N2O,2020,2537.997152,185384.2002,57175.24047,0.013690471729855649
BRA,BRA.12_1,BRA.12.136_2,SOYB,N2O,2021,3286.193881,230770.1346,71172.93665,0.014240117711488306
BRA,BRA.12_1,BRA.12.136_2,SOYB,N2O,2022,3031.261015,249509.3062,76952.37548,0.012148889599212873
BRA,BRA.12_1,BRA.12.136_2,SOYB,N2O,2023,4187.65699,293544.9775,90533.63048,0.014265810390164146
BRA,BRA.12_1,BRA.12.136_2,SOYB,N2O,2024,2675.08764,267473.2713,82492.72909,0.01000132696249713
BRA,BRA.12_1,BRA.12.137_2,SOYB,CH4,2020,0,5645.63841,1347.639574,0
BRA,BRA.12_1,BRA.12.137_2,SOYB,CH4,2021,0,37519.98187,8956.190372,0
BRA,BRA.12_1,BRA.12.137_2,SOYB,CH4,2022,0,7164.287105,1710.147926,0
BRA,BRA.12_1,BRA.12.137_2,SOYB,CH4,2023,0,18166.86048,4336.512248,0
BRA,BRA.12_1,BRA.12.137_2,SOYB,CH4,2024,0,16457.90826,3928.577578,0
BRA,BRA.12_1,BRA.12.137_2,SOYB,CO2,2020,0,5645.63841,1347.639574,0
BRA,BRA.12_1,BRA.12.137_2,SOYB,CO2,2021,0,37519.98187,8956.190372,0
BRA,BRA.12_1,BRA.12.137_2,SOYB,CO2,2022,748.3202884,7164.287105,1710.147926,0.10445146564237251
BRA,BRA.12_1,BRA.12.137_2,SOYB,CO2,2023,577.6571439,18166.86048,4336.512248,0.03179730171517231
BRA,BRA.12_1,BRA.12.137_2,SOYB,CO2,2024,429.4803776,16457.90826,3928.577578,0.026095684264070627
BRA,BRA.12_1,BRA.12.137_2,SOYB,CO2e,2020,0,5645.63841,1347.639574,0
BRA,BRA.12_1,BRA.12.137_2,SOYB,CO2e,2021,0,37519.98187,8956.190372,0
BRA,BRA.12_1,BRA.12.137_2,SOYB,CO2e,2022,749.227048,7164.287105,1710.147926,0.1045780322618715
BRA,BRA.12_1,BRA.12.137_2,SOYB,CO2e,2023,578.5491133,18166.86048,4336.512248,0.03184640042438417
BRA,BRA.12_1,BRA.12.137_2,SOYB,CO2e,2024,430.1829678,16457.90826,3928.577578,0.026138374391448938
BRA,BRA.12_1,BRA.12.137_2,SOYB,N2O,2020,0,5645.63841,1347.639574,0
BRA,BRA.12_1,BRA.12.137_2,SOYB,N2O,2021,0,37519.98187,8956.190372,0
BRA,BRA.12_1,BRA.12.137_2,SOYB,N2O,2022,0.906759589,7164.287105,1710.147926,1.2656661796358871e-4
BRA,BRA.12_1,BRA.12.137_2,SOYB,N2O,2023,0.891969406,18166.86048,4336.512248,4.909870954213438e-5
BRA,BRA.12_1,BRA.12.137_2,SOYB,N2O,2024,0.702590187,16457.90826,3928.577578,4.2690126588419807e-5
BRA,BRA.12_1,BRA.12.139_2,SOYB,CH4,2020,655.1728147,466169.0659,148375.3813,0.0014054403490611368
BRA,BRA.12_1,BRA.12.139_2,SOYB,CH4,2021,634.1773654,478348.3301,152251.8782,0.0013257647732718614
BRA,BRA.12_1,BRA.12.139_2,SOYB,CH4,2022,548.2653577,486295.8771,154781.4762,0.0011274316388811515
BRA,BRA.12_1,BRA.12.139_2,SOYB,CH4,2023,866.1554965,511607.5116,162837.8311,0.0016930077781524113
BRA,BRA.12_1,BRA.12.139_2,SOYB,CH4,2024,366.695022,434819.126,138397.1145,8.433277196734901e-4
BRA,BRA.12_1,BRA.12.139_2,SOYB,CO2,2020,725855.394,466169.0659,148375.3813,1.5570646941118707
BRA,BRA.12_1,BRA.12.139_2,SOYB,CO2,2021,576718.8114,478348.3301,152251.8782,1.2056461267031817
BRA,BRA.12_1,BRA.12.139_2,SOYB,CO2,2022,464766.6786,486295.8771,154781.4762,0.9557281903593585
BRA,BRA.12_1,BRA.12.139_2,SOYB,CO2,2023,421634.6352,511607.5116,162837.8311,0.8241369128482514
BRA,BRA.12_1,BRA.12.139_2,SOYB,CO2,2024,246253.927,434819.126,138397.1145,0.5663364656135205
BRA,BRA.12_1,BRA.12.139_2,SOYB,CO2e,2020,729036.9616,466169.0659,148375.3813,1.5638896162972535
BRA,BRA.12_1,BRA.12.139_2,SOYB,CO2e,2021,579206.4749,478348.3301,152251.8782,1.2108466538995033
BRA,BRA.12_1,BRA.12.139_2,SOYB,CO2e,2022,466646.7386,486295.8771,154781.4762,0.9595942728999131
BRA,BRA.12_1,BRA.12.139_2,SOYB,CO2e,2023,423638.039,511607.5116,162837.8311,0.8280528127413834
BRA,BRA.12_1,BRA.12.139_2,SOYB,CO2e,2024,247217.2795,434819.126,138397.1145,0.5685519902820466
BRA,BRA.12_1,BRA.12.139_2,SOYB,N2O,2020,2526.394795,466169.0659,148375.3813,0.00541948185712938
BRA,BRA.12_1,BRA.12.139_2,SOYB,N2O,2021,1853.486193,478348.3301,152251.8782,0.003874762545136352
BRA,BRA.12_1,BRA.12.139_2,SOYB,N2O,2022,1331.794696,486295.8771,154781.4762,0.002738651012100057
BRA,BRA.12_1,BRA.12.139_2,SOYB,N2O,2023,1137.24827,511607.5116,162837.8311,0.0022228920494997673
BRA,BRA.12_1,BRA.12.139_2,SOYB,N2O,2024,596.6574575,434819.126,138397.1145,0.001372196901706665
BRA,BRA.12_1,BRA.12.13_2,SOYB,CH4,2020,7.942223205,17828.35893,5281.469124,4.454825728034633e-4
BRA,BRA.12_1,BRA.12.13_2,SOYB,CH4,2021,8.085017764,21953.45571,6503.486884,3.682799587819425e-4
BRA,BRA.12_1,BRA.12.13_2,SOYB,CH4,2022,17.04373078,27360.73382,8105.337761,6.229266690040844e-4
BRA,BRA.12_1,BRA.12.13_2,SOYB,CH4,2023,27.366781,36941.9292,10943.66897,7.408054098051815e-4
BRA,BRA.12_1,BRA.12.13_2,SOYB,CH4,2024,26.36229115,23350.10005,6917.228497,0.0011290012074273747
BRA,BRA.12_1,BRA.12.13_2,SOYB,CO2,2020,3036.147796,17828.35893,5281.469124,0.17029878116774042
BRA,BRA.12_1,BRA.12.13_2,SOYB,CO2,2021,4922.889381,21953.45571,6503.486884,0.2242421168689893
BRA,BRA.12_1,BRA.12.13_2,SOYB,CO2,2022,5297.567859,27360.73382,8105.337761,0.19361936320317594
BRA,BRA.12_1,BRA.12.13_2,SOYB,CO2,2023,11330.73832,36941.9292,10943.66897,0.3067175582156657
BRA,BRA.12_1,BRA.12.13_2,SOYB,CO2,2024,7704.707926,23350.10005,6917.228497,0.3299646643698214
BRA,BRA.12_1,BRA.12.13_2,SOYB,CO2e,2020,3054.051716,17828.35893,5281.469124,0.17130301941929774
BRA,BRA.12_1,BRA.12.13_2,SOYB,CO2e,2021,4944.230084,21953.45571,6503.486884,0.22521420542224058
BRA,BRA.12_1,BRA.12.13_2,SOYB,CO2e,2022,5330.038349,27360.73382,8105.337761,0.19480611828853353
BRA,BRA.12_1,BRA.12.13_2,SOYB,CO2e,2023,11383.11804,36941.9292,10943.66897,0.3081354516807422
BRA,BRA.12_1,BRA.12.13_2,SOYB,CO2e,2024,7751.099184,23350.10005,6917.228497,0.33195143350145945
BRA,BRA.12_1,BRA.12.13_2,SOYB,N2O,2020,9.961696569,17828.35893,5281.469124,5.587556660774499e-4
BRA,BRA.12_1,BRA.12.13_2,SOYB,N2O,2021,13.25568541,21953.45571,6503.486884,6.03808602395199e-4
BRA,BRA.12_1,BRA.12.13_2,SOYB,N2O,2022,15.42675914,27360.73382,8105.337761,5.638284134295927e-4
BRA,BRA.12_1,BRA.12.13_2,SOYB,N2O,2023,25.01293423,36941.9292,10943.66897,6.7708792614978e-4
BRA,BRA.12_1,BRA.12.13_2,SOYB,N2O,2024,20.02896657,23350.10005,6917.228497,8.577679122192883e-4
BRA,BRA.12_1,BRA.12.140_2,SOYB,CH4,2020,13.51067372,93984.40796,28396.87148,1.4375441643203388e-4
BRA,BRA.12_1,BRA.12.140_2,SOYB,CH4,2021,1431.24319,258333.2353,78053.96493,0.005540298321808692
BRA,BRA.12_1,BRA.12.140_2,SOYB,CH4,2022,107.1145969,137617.9861,41580.51693,7.783473653085233e-4
BRA,BRA.12_1,BRA.12.140_2,SOYB,CH4,2023,1227.322019,198228.8943,59893.76916,0.006191438555584981
BRA,BRA.12_1,BRA.12.140_2,SOYB,CH4,2024,19.8467041,176938.1684,53460.89354,1.1216745532898826e-4
BRA,BRA.12_1,BRA.12.140_2,SOYB,CO2,2020,31083.63462,93984.40796,28396.87148,0.33073182344489815
BRA,BRA.12_1,BRA.12.140_2,SOYB,CO2,2021,113411.3598,258333.2353,78053.96493,0.4390118819527671
