GID_0,GID_1,commodity,area__ha,yield_mt_ha,production_mt,LD_2020_CO2e,LD_2021_CO2e,LD_2022_CO2e,LD_2023_CO2e,LD_2024_CO2e,LD_2020_CO2,LD_2021_CO2,LD_2022_CO2,LD_2023_CO2,LD_2024_CO2,LD_2020_CH4,LD_2021_CH4,LD_2022_CH4,LD_2023_CH4,LD_2024_CH4,LD_2020_N2O,LD_2021_N2O,LD_2022_N2O,LD_2023_N2O,LD_2024_N2O,EF_2020_CO2e,EF_2020_CO2,EF_2020_CH4,EF_2020_N2O,EF_2021_CO2e,EF_2021_CO2,EF_2021_CH4,EF_2021_N2O,EF_2022_CO2e,EF_2022_CO2,EF_2022_CH4,EF_2022_N2O,EF_2023_CO2e,EF_2023_CO2,EF_2023_CH4,EF_2023_N2O,EF_2024_CO2e,EF_2024_CO2,EF_2024_CH4,EF_2024_N2O
COL,COL.15_2,OILP,5331.201618,15.29292564,81529.66993,41014.23288,41050.31088,38080.15854,41681.11431,48969.24266,40417.49462,40507.71202,37601.88218,41256.78906,48605.68181,301.4283872,272.1838975,239.3043944,211.5516511,180.0836831,295.3098741,270.4149686,238.9719662,212.7735985,183.4771723,0.503058983,0.495739706,0.003697162,0.003622115,0.503501497,0.496846265,0.003338464,0.003316768,0.467071173,0.461204887,0.002935182,0.002931104,0.5112386,0.50603405,0.002594781,0.002609769,0.600630945,0.596171699,0.002208812,0.002250434
COL,COL.23_2,OILP,39283.56979,15.70605179,616989.7815,367430.3228,345185.9323,321635.8595,296609.9071,286122.1766,365868.3327,343727.3487,320304.5274,295424.3338,285072.8035,810.9703491,766.6490309,705.1995526,629.5842543,560.6967765,751.0196947,691.9344935,626.1326161,555.9890527,488.6763461,0.595520921,0.59298929,0.001314398,0.001217232,0.559467827,0.557103795,0.001242564,0.001121468,0.521298519,0.519140733,0.001142968,0.001014818,0.480737147,0.478815602,0.001020413,0.000901132,0.463738923,0.462038128,0.000908762,0.000792033
COL,COL.21_2,OILP,171706.6081,16.95310629,2910960.379,498590.4542,543621.3511,619532.9498,672996.5765,713262.8586,494292.8221,539448.2786,615513.5286,669252.8448,709811.84,1842.02409,1782.761798,1731.991998,1612.267382,1531.477049,2455.608049,2390.310723,2287.429294,2131.464341,1919.54157,0.171280399,0.169804036,0.000632789,0.000843573,0.186749828,0.185316256,0.000612431,0.000821142,0.212827682,0.211446893,0.00059499,0.000785799,0.231194001,0.22990792,0.000553861,0.00073222,0.245026646,0.24384112,0.000526107,0.000659419
COL,COL.28_2,OILP,81945.69724,16.55503197,1356613.638,432865.2755,395562.2975,359079.1758,332512.4493,326216.42,431933.6137,394736.4462,358352.6998,331871.6191,325655.9228,423.9178942,378.2780681,335.1514004,299.5986444,267.9346919,507.743851,447.5732281,391.324578,341.2315261,292.5625362,0.319077786,0.31839103,0.000312482,0.000374273,0.291580658,0.290971899,0.00027884,0.000329919,0.264687871,0.264152364,0.00024705,0.000288457,0.245104752,0.244632377,0.000220843,0.000251532,0.240463763,0.240050604,0.000197503,0.000215656
COL,COL.6_2,OILP,25110.89644,12.90713558,324109.7449,110036.9907,97484.54094,87646.07449,81148.59747,73531.58872,109622.6291,97118.97769,87322.56962,80861.23461,73282.19577,186.5052663,165.0520414,147.3436062,134.0913008,119.3767519,227.8563246,200.5112114,176.1612588,153.2715523,130.016197,0.339505345,0.338226884,0.000575439,0.000703022,0.300776334,0.299648435,0.000509247,0.000618652,0.270420979,0.269422845,0.00045461,0.000543523,0.250373828,0.249487206,0.000413722,0.0004729,0.226872502,0.226103031,0.000368322,0.000401149
COL,COL.12_2,OILP,40798.47416,14.64004422,597291.466,121916.2545,121404.0573,111636.6692,111609.2209,129989.5131,121120.6887,120666.0248,110971.0197,111005.9376,129455.8465,402.8169255,379.1349516,342.0947578,309.5213135,273.771326,392.7488218,358.897633,323.5546719,293.7619654,259.8953071,0.204115179,0.202783223,0.000674406,0.00065755,0.203257646,0.202022014,0.000634757,0.000600875,0.186904846,0.185790399,0.000572743,0.000541703,0.186858891,0.185848859,0.000518208,0.000491823,0.217631626,0.216738149,0.000458355,0.000435123
COL,COL.10_2,OILP,54589.57248,14.65708035,800123.7503,169626.4158,164979.8431,151180.6273,138468.4377,145010.3635,166141.2413,161733.2638,148212.5683,135767.4059,142574.1075,2062.463378,1924.021231,1770.23488,1624.210833,1478.101913,1422.711143,1322.558091,1197.824194,1076.820938,958.1540728,0.212000226,0.207644432,0.00257768,0.001778114,0.206192908,0.202135312,0.002404655,0.001652942,0.188946556,0.185237056,0.002212451,0.001497049,0.173058777,0.169683009,0.00202995,0.001345818,0.18123492,0.178190071,0.001847342,0.001197507
COL,COL.24_2,OILP,25.38655884,19.60454515,497.691939,72.56775438,68.4374829,83.15081319,78.05420314,72.9575931,71.04300727,66.99155372,81.17225462,76.18581879,71.19938297,1.122785281,1.065206548,1.47256711,1.391145337,1.309723564,0.401961836,0.380722625,0.505991456,0.477239013,0.448486569,0.145808579,0.142744943,0.002255984,0.000807652,0.137509727,0.134604458,0.002140293,0.000764976,0.167072855,0.163097387,0.002958792,0.001016676,0.156832364,0.153078266,0.002795194,0.000958904,0.146591872,0.143059144,0.002631595,0.000901133
COL,COL.2_2,OILP,12703.18251,15.63676038,198636.6211,17589.76307,15482.98391,13597.44725,12121.6832,14035.25581,17360.12665,15286.71531,13434.34827,11992.43438,13936.18723,94.42268129,81.16420494,67.68324837,53.84085149,41.39512752,135.2137426,115.1043912,95.41573397,75.40796917,57.67345286,0.088552468,0.087396405,0.000475354,0.000680709,0.077946271,0.076958192,0.000408606,0.000579472,0.068453879,0.067632787,0.000340739,0.000480353,0.061024413,0.060373733,0.000271052,0.000379628,0.070657947,0.070159204,0.000208396,0.000290347
COL,COL.8_2,OILP,170.8896303,14.04908748,2400.843365,98.81628936,89.20714531,79.59800125,69.9888572,60.57746896,98.44710329,88.86479169,79.2824801,69.7001685,60.31399348,0.235040927,0.21948341,0.203925892,0.188368375,0.172810857,0.134145144,0.122870203,0.111595262,0.100320322,0.090664622,0.041158991,0.041005217,9.78993175631078e-05,5.58741755119381e-05,0.037156587,0.03701399,9.14192957358385e-05,5.11779338789047e-05,0.033154183,0.033022762,8.49392739085693e-05,4.64816922458714e-05,0.02915178,0.029031535,7.84592520813001e-05,4.17854506128384e-05,0.025231746,0.025122003,7.19792302540309e-05,3.77636555022373e-05
COL,COL.7_2,OILP,80.9682463,13.82186896,1119.13249,42.2659911,29.11017304,20.36546635,16.03187104,11.76356596,41.97665149,28.91603307,20.23402213,15.93061867,11.69194739,0,0,0,0,0,0.289339607,0.194139964,0.131444219,0.10125237,0.071618577,0.037766745,0.037508206,0,0.000258539,0.026011373,0.0258379,0,0.000173474,0.018197547,0.018080095,0,0.000117452,0.014325266,0.014234792,0,9.047397973599e-05,0.010511326,0.010447331,0,6.39947259311446e-05
COL,COL.14_2,OILP,3198.974977,14.68845374,46987.99595,350.8149748,295.0209766,258.7236131,296.7203657,258.5315083,349.6815094,294.0830054,257.9660546,296.1389992,258.1196908,0.400536663,0.323708412,0.246880162,0.170051911,0.098728339,0.732928735,0.614262825,0.510678306,0.411314525,0.313089164,0.007466055,0.007441933,8.52423379972833e-06,1.55982122623513e-05,0.006278646,0.006258684,6.88917256232003e-06,1.30727606656328e-05,0.005506164,0.005490042,5.25411132491172e-06,1.08682716951662e-05,0.006314812,0.006302439,3.61905008750342e-06,8.75360858677476e-06,0.005502076,0.005493311,2.10113960159944e-06,6.66317337853637e-06
COL,COL.33_2,OILP,6266.399219,20.27718379,127064.9286,98.64220078,85.63939415,73.11200312,60.66209484,50.2198779,97.38168535,84.62631227,72.34310851,60.13738749,49.86885787,0.796843761,0.640020162,0.483196564,0.326372965,0.215473448,0.463671676,0.373061721,0.285698051,0.198334381,0.135546583,0.000776313,0.000766393,6.27115420343122e-06,3.6490924857273e-06,0.000673981,0.000666008,5.03695369993225e-06,2.93599284198568e-06,0.000575391,0.00056934,3.80275319643328e-06,2.24844143944221e-06,0.00047741,0.000473281,2.56855269293432e-06,1.56089003689874e-06,0.00039523,0.000392468,1.69577436092488e-06,1.06675055084736e-06
COL,COL.13_2,OILP,18.76928082,12.39500978,232.6454194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRI,CRI.6_1,OILP,79989.5201,11.81425964,945016.9589,426360.8676,417572.1424,399083.4174,396674.7409,392208.74,420876.0689,412204.1551,393993.0201,391333.489,387096.6694,3472.752076,3466.863905,3335.793384,3655.969715,3581.314907,2012.046642,1901.123332,1754.603916,1685.282233,1530.755704,0.451167425,0.445363509,0.003674804,0.002129112,0.441867353,0.436187045,0.003668573,0.002011735,0.422302916,0.416916349,0.003529877,0.00185669,0.419754098,0.414102081,0.003868682,0.001783335,0.415028256,0.409618754,0.003789683,0.001619818
CRI,CRI.4_1,OILP,2182.62933,14.99985809,32739.13022,8112.765469,7486.121025,7248.541784,9823.898507,9867.139833,8082.553265,7459.038064,7224.512288,9790.597913,9826.659721,13.03742394,11.69271546,10.20650342,19.68926436,26.08909464,17.17478018,15.39024585,13.82299184,13.61133031,14.3910166,0.247800275,0.246877459,0.000398221,0.000524595,0.228659741,0.227832505,0.000357148,0.000470087,0.221403004,0.220669035,0.000311752,0.000422216,0.300065959,0.299048809,0.000601399,0.000415751,0.301386743,0.300150299,0.000796878,0.000439566
CRI,CRI.5_1,OILP,3397.520291,14.72891011,50041.77098,10239.28984,10021.1652,9709.316025,9904.069092,9490.179042,10172.35693,9956.491562,9648.723546,9848.467052,9438.115577,35.62982282,35.31974056,33.53179804,30.87418083,29.751,31.30308501,29.35389971,27.06068139,24.72785948,22.31246487,0.204614858,0.203277317,0.000712002,0.000625539,0.200256006,0.198963613,0.000705805,0.000586588,0.194024229,0.192813391,0.000670076,0.000540762,0.197916039,0.196804926,0.000616968,0.000494144,0.189645148,0.188604747,0.000594523,0.000445877
CRI,CRI.7_1,OILP,616.4262137,14.79462183,9119.792717,1193.778496,1090.051889,989.4602287,885.6459412,952.982655,1188.578988,1085.642923,985.7137667,882.5083079,950.3900916,1.27783088,1.04648574,0.843728004,0.669557671,0.535178253,3.92167736,3.362480451,2.902734033,2.468075588,2.057385138,0.13089974,0.130329606,0.000140116,0.000430018,0.11952595,0.1190425,0.000114749,0.000368701,0.108495912,0.108085106,9.25161382686891e-05,0.000318289,0.097112508,0.096768461,7.34180799777804e-05,0.000270628,0.104496087,0.104211808,5.86831598083106e-05,0.000225596
CRI,CRI.1_1,OILP,4.85260127,13.89050487,67.40508155,0,0,3.408395964,3.233606427,3.058816891,0,0,3.406275333,3.231594546,3.05691376,0,0,0,0,0,0,0,0.002120631,0.002011881,0.001903131,0,0,0,0,0,0,0,0,0.050565861,0.0505344,0,3.14610006135307e-05,0.04797274,0.047942892,0,2.98476159666831e-05,0.045379619,0.045351384,0,2.82342313198353e-05
ECU,ECU.17_1,OILP,8042.075173,13.31310411,107064.9841,56197.23046,54708.06321,54378.04342,57137.57897,56718.42147,55795.78526,54318.62711,54004.23513,56768.26651,56376.88315,237.1789113,234.7480991,229.1183906,232.52024,217.8936867,164.2662853,154.6879999,144.6898993,136.7922225,123.6446374,0.524888982,0.521139435,0.00221528,0.001534267,0.510979978,0.507342598,0.002192576,0.001444805,0.507897553,0.504406138,0.002139994,0.001351421,0.533671951,0.530222528,0.002171767,0.001277656,0.529756969,0.52656696,0.002035154,0.001154856
ECU,ECU.22_1,OILP,15166.39679,17.55871049,266302.3704,166817.9954,155399.2632,144878.6119,134816.5012,130474.7631,166107.5298,154755.1823,144285.2621,134279.2447,129974.6199,372.8191325,341.6364395,318.0172427,291.0000204,278.952382,337.6464877,302.4443946,275.3325394,246.2565063,221.1908055,0.626423246,0.623755356,0.001399984,0.001267906,0.583544423,0.581125816,0.001282889,0.001135718,0.544038011,0.541809905,0.001194196,0.001033909,0.506253478,0.50423601,0.001092743,0.000924725,0.489949687,0.488071584,0.001047502,0.0008306
ECU,ECU.8_1,OILP,19225.25948,11.45633699,220251.0512,149384.2428,131630.241,114997.3502,104677.8081,88988.85293,148704.0447,131031.6067,114472.8428,104225.0707,88605.78283,290.6196366,259.7131853,230.7626836,202.2903982,174.699311,389.5784756,338.9210838,293.7446989,250.4470786,208.3707947,0.678245312,0.675157026,0.001319493,0.001768793,0.597637288,0.594919325,0.001179169,0.001538794,0.522119416,0.519738009,0.001047726,0.001333681,0.475265873,0.473210321,0.000918454,0.001137098,0.404033726,0.402294483,0.000793183,0.00094606
GAB,GAB.4_1,OILP,21673.25015,3.124405578,67716.02364,18531.92965,16804.7633,19949.76077,19324.85278,23392.5814,18465.58838,16746.18064,19896.51941,19278.4264,23353.14566,5.85219787,5.184461408,4.522233567,3.865514346,3.208795125,60.48906857,53.39819195,48.719118,42.56086265,36.22694593,0.273671262,0.272691564,8.64226449685281e-05,0.000893276,0.248165241,0.247300118,7.65618110641076e-05,0.000788561,0.294609159,0.293822914,6.67823260068618e-05,0.000719462,0.285380797,0.284695193,5.70841897967912e-05,0.00062852,0.345451197,0.344868827,4.73860535867204e-05,0.000534983
GHA,GHA15_2,OILP,20257.78168,7.102825688,143887.4921,347361.7739,330235.8306,351655.6171,383926.1583,380200.5197,347022.7693,329920.4467,351365.6584,383659.6035,379959.854,10.83192204,11.81575255,10.48738064,10.35541791,9.067690996,328.1726481,303.5680933,279.4713618,256.199461,231.5979617,2.414120706,2.411764666,7.52804978589248e-05,0.002280759,2.29509755,2.292905672,8.21179963932595e-05,0.00210976,2.443962377,2.4419472,7.28859784356615e-05,0.001942291,2.668238586,2.666386063,7.19688540075248e-05,0.001780554,2.642345865,2.640673269,6.30193136700796e-05,0.001609577
GHA,GHA5_2,OILP,15233.7199,6.859175775,104490.7625,230967.7397,240695.021,247338.7001,251692.1721,247564.619,230831.2053,240570.2429,247224.5757,251587.9643,247471.9264,4.140381189,4.07593151,3.460094014,2.932563031,2.857811547,132.3939658,120.7021799,110.6642542,101.2752723,89.83479625,2.210412999,2.209106335,3.96243752988007e-05,0.00126704,2.303505259,2.302311105,3.90075774406672e-05,0.001155147,2.367086756,2.365994561,3.31138746707405e-05,0.001059082,2.408750459,2.407753167,2.80652850167296e-05,0.000969227,2.369248851,2.368361762,2.73498965753489e-05,0.000859739
GHA,GHA7_2,OILP,175.0898545,6.03655634,1056.939771,814.6220972,1701.440188,1746.040483,1681.179426,2450.407045,813.9412563,1700.756104,1745.36942,1680.557984,2449.841995,0,0,0,0,0,0.680840959,0.684084408,0.671062892,0.621441824,0.565049233,0.770736535,0.770092373,0,0.000644162,1.6097797,1.609132469,0,0.000647231,1.651977275,1.651342363,0,0.000634911,1.590610431,1.590022468,0,0.000587963,2.318397993,2.317863384,0,0.000534609
GHA,GHA2_2,OILP,4568.241596,7.349188159,33572.86704,38512.6513,44592.75337,53193.6797,64320.70946,71352.68594,38454.55468,44536.85664,53140.14058,64270.58332,71306.84485,15.93725922,14.82555273,13.72669729,12.6406929,11.57025613,42.15936225,41.07117938,39.81242166,37.48545138,34.27083518,1.147136205,1.145405742,0.000474707,0.001255757,1.328237869,1.326572931,0.000441593,0.001223344,1.584424697,1.582829983,0.000408863,0.001185851,1.915853936,1.914360881,0.000376515,0.00111654,2.12530809,2.123942669,0.000344631,0.00102079
GHA,GHA16_2,OILP,414.0094304,6.654884075,2755.184765,4286.997627,4644.283544,5028.410152,5573.741974,5818.689085,4282.098509,4639.610764,5023.995439,5569.667588,5814.507956,0.113027588,0.087910346,0.062793104,0.037675863,0.424201762,4.786090491,4.584869178,4.351919598,4.036710625,3.75692656,1.555974641,1.554196496,4.10235963332264e-05,0.001737121,1.685652303,1.683956308,3.19072415925095e-05,0.001664088,1.825071848,1.823469519,2.27908868517925e-05,0.001579538,2.02300116,2.021522353,1.36745321110755e-05,0.001465132,2.111905219,2.11038767,0.000153965,0.001363584
GHA,GHA1_2,OILP,741.4621423,7.68457956,5697.824823,6905.670211,8085.856894,9358.756812,9987.312567,9948.774467,6898.745994,8079.013468,9352.074079,9981.019198,9943.007042,0.229949393,0.210505225,0.191061057,0.171616889,0.152172721,6.69426698,6.632920013,6.491672004,6.121752822,5.615252466,1.211983595,1.210768356,4.03573996307268e-05,0.001174881,1.419112932,1.417911873,3.6944839815211e-05,0.001164114,1.64251396,1.641341103,3.35322799996952e-05,0.001139325,1.752828997,1.751724475,3.01197201841797e-05,0.001074402,1.746065345,1.74505313,2.67071603686639e-05,0.000985508
GHA,GHA3_2,OILP,193.2593894,6.853495634,1324.502381,1983.948432,1977.140462,1938.752634,1900.852912,2094.96276,1981.560662,1974.864997,1936.614836,1898.863851,2093.137271,0.078830796,0.071975944,0.065121092,0.058266241,0.051411389,2.308938679,2.203488785,2.072677185,1.930794821,1.774077065,1.497882118,1.496079351,5.95172927689216e-05,0.00174325,1.492742097,1.49102412,5.43418760064066e-05,0.001663635,1.463759267,1.462145228,4.91664592438917e-05,0.001564872,1.435144956,1.433643214,4.39910424813768e-05,0.001457751,1.581697994,1.580319749,3.88156257188619e-05,0.001339429
GHA,GHA6_2,OILP,41658.31973,10.31045267,429516.1338,456683.0432,464390.3203,491758.6605,496120.9929,508777.3814,456287.5776,464017.4674,491409.5291,495800.6221,508488.8439,11.06542439,9.904034712,8.559189212,7.254006764,5.972274786,384.4001769,362.9488436,340.5722285,313.1167946,282.565227,1.063250032,1.062329309,2.57625349002393e-05,0.000894961,1.081194125,1.080326048,2.3058586004349e-05,0.000845018,1.144913128,1.14410028,1.99275150297031e-05,0.000792921,1.155069516,1.154323629,1.68887876217502e-05,0.000728999,1.184536136,1.183864362,1.39046576270674e-05,0.000657869
GHA,GHA10_2,OILP,1237.47837,7.353173482,9099.393135,12534.1601,11077.57096,9578.172963,8131.678559,7001.693562,12508.88743,11055.67504,9559.604378,8116.4158,6989.206704,0.37460628,0.279624472,0.199731766,0.11983906,0.039946353,24.89806867,21.6162989,18.36885309,15.14292046,12.4469122,1.377472093,1.374694691,4.11682707247597e-05,0.002736234,1.217396676,1.21499037,3.07300133478662e-05,0.002375576,1.052616677,1.050576037,2.19500095341901e-05,0.00201869,0.893650647,0.891973309,1.31700057205141e-05,0.001664168,0.76946819,0.768095916,4.39000190683803e-06,0.001367884
GHA,GHA14_2,OILP,499.663739,7.010836208,3503.060633,1463.401483,1448.552857,1434.862443,1587.248375,1873.145405,1461.89913,1447.178129,1433.625447,1586.072408,1872.1163,0,0,0,0.026854626,0.025477465,1.502353555,1.374728003,1.236995502,1.149112396,1.003626766,0.417749402,0.417320533,0,0.000428869,0.413510644,0.413118207,0,0.000392436,0.409602514,0.409249396,0,0.000353118,0.453103312,0.452767615,7.66604645869625e-06,0.000328031,0.534716809,0.534423036,7.27291587107078e-06,0.0002865
GHA,GHA4_2,OILP,112.6367552,6.402021851,721.1029678,183.2784371,271.4475682,258.073101,331.590674,364.4782977,181.7365963,267.7004684,254.5274029,328.2451869,361.335911,0.979687534,2.650124113,2.508788919,2.367453725,2.226118531,0.562153258,1.096975714,1.036909169,0.978033339,0.916268121,0.254164031,0.252025861,0.001358596,0.000779574,0.376433853,0.371237507,0.003675098,0.001521247,0.357886616,0.352969568,0.003479099,0.001437949,0.459838177,0.455198774,0.003283101,0.001356302,0.505445566,0.501087816,0.003087102,0.001270648
GIN,GIN.8_1,OILP,6359.624212,9.018999571,57357.44804,38216.61274,35325.17826,33777.30086,31016.29282,28345.58707,38154.04625,35268.67728,33725.62621,30969.89765,28304.49329,11.56285645,10.37736718,9.656133389,8.627050979,7.597968569,51.00363176,46.12361392,42.0185185,37.76810989,33.49580956,0.666288582,0.665197765,0.000201593,0.000889224,0.615877789,0.614892721,0.000180924,0.000804143,0.588891278,0.587990355,0.00016835,0.000732573,0.540754407,0.53994553,0.000150409,0.000658469,0.494191915,0.493475464,0.000132467,0.000583984
GIN,GIN.3_1,OILP,230.0950286,14.6426419,3369.199108,95.71025845,100.9435875,102.6779819,93.03873992,93.81616511,95.49503786,100.7405629,102.5023529,92.89050658,93.69481026,0,0,0,0,0,0.215220593,0.203024619,0.175628976,0.148233333,0.12135485,0.028407421,0.028343542,0,6.38788586120228e-05,0.029960707,0.029900448,0,6.02590147327953e-05,0.030475486,0.030423359,0,5.2127811408603e-05,0.027614497,0.027570501,0,4.39966080844111e-05,0.027845242,0.027809223,0,3.60189011331758e-05
GTM,GTM.14_1,OILP,2292.581549,14.42527947,33071.12956,24591.31881,22454.6983,20326.64462,18525.30598,16740.2908,24520.09399,22390.79993,20270.04104,18474.58088,16696.08522,27.98368579,25.09763926,22.184907,20.22112137,17.70158508,43.24113426,38.800736,34.41867058,30.50397554,26.50399254,0.743588717,0.741435032,0.000846167,0.001307519,0.678981898,0.677049748,0.000758899,0.001173251,0.61463412,0.612922549,0.000670824,0.001040747,0.560165505,0.558631687,0.000611443,0.000922375,0.506190476,0.504853794,0.000535258,0.000801424
GTM,GTM.17_1,OILP,7495.600985,14.93525773,111948.7325,28059.0485,60200.50769,56198.19387,52525.28592,49356.62187,27271.79109,59415.6898,55487.23971,51886.31403,48751.274,624.3081935,608.4995522,550.5316166,493.9661721,466.9665276,162.9492118,176.3183328,160.4225406,145.0057196,138.381342,0.250641949,0.243609646,0.005576733,0.00145557,0.537750686,0.530740174,0.00543552,0.001574992,0.501999376,0.495648664,0.004917712,0.001433,0.469190537,0.463482818,0.004412432,0.001295287,0.440885937,0.43547857,0.004171253,0.001236114
GTM,GTM.1_1,OILP,23191.22887,14.69877523,340882.6603,189776.292,174203.7595,159176.6738,144166.876,129867.696,188822.2229,173323.1803,158374.8364,143416.302,129163.7611,590.1733184,548.3817972,501.8789238,477.4577805,456.0999933,363.8957698,332.1973956,299.958482,273.1162534,247.8348413,0.556720285,0.553921466,0.001731309,0.00106751,0.511037315,0.508454082,0.001608711,0.000974521,0.466954446,0.464602207,0.001472292,0.000879946,0.422922292,0.420720437,0.001400651,0.000801203,0.380974778,0.378909743,0.001337997,0.000727039
GTM,GTM.12_1,OILP,92124.13013,14.82191106,1365455.663,789799.7835,698093.263,621609.9287,550325.0517,483242.1852,787044.4521,695742.0243,619533.1075,548525.483,481375.425,1597.714176,1344.381145,1184.760399,1021.840163,1123.921028,1157.617244,1006.857631,892.0608171,777.7284865,742.8391124,0.578414814,0.57639693,0.001170096,0.000847788,0.51125297,0.509531025,0.000984566,0.000737378,0.455239921,0.453718948,0.000867667,0.000653306,0.403033995,0.40171607,0.000748351,0.000569574,0.353905438,0.352538305,0.000823111,0.000544023
GTM,GTM.9_1,OILP,32610.48171,14.68182442,478781.3666,160297.3689,149961.2811,144675.0094,141954.7059,156598.2976,159010.6924,148747.0237,143387.5754,140617.4395,154811.3801,769.7124469,740.4630897,829.5812278,904.7093716,1295.729201,516.9640431,473.7943408,457.8527152,432.5569737,491.1883936,0.334802856,0.332115457,0.001607649,0.00107975,0.313214531,0.310678389,0.001546558,0.000989584,0.302173433,0.299484452,0.001732693,0.000956288,0.29649171,0.293698647,0.001889609,0.000903454,0.327076843,0.323344622,0.002706307,0.001025914
GTM,GTM.6_1,OILP,12215.88173,14.2658822,174270.3298,75203.78868,69344.00517,62908.5403,60705.12474,56501.88425,72500.53957,66834.87398,60599.61301,58327.76919,54052.27112,2022.774233,1880.242634,1733.641806,1793.607517,1856.041202,680.4748778,628.8885587,575.285479,583.7480269,593.5719237,0.431535241,0.416023426,0.011607106,0.003904709,0.397910564,0.383512638,0.01078923,0.003608696,0.360982506,0.347733393,0.009948003,0.00330111,0.348338841,0.334697072,0.010292099,0.00334967,0.324219759,0.310163361,0.010650357,0.003406041
GTM,GTM.13_1,OILP,10654.67607,14.7,156623.7383,29385.613,28401.09943,27029.35586,25511.79564,23620.2076,29349.97181,28336.296,26967.74571,25452.08636,23564.30321,18.16863497,40.60389016,38.8967254,38.1287349,35.9277992,17.47255741,24.19954638,22.71342557,21.58054432,19.97659134,0.187619152,0.187391593,0.000116002,0.000111558,0.181333301,0.180919548,0.000259245,0.000154508,0.172575091,0.172181727,0.000248345,0.000145019,0.162885881,0.162504654,0.000243442,0.000137786,0.150808606,0.150451671,0.000229389,0.000127545
GTM,GTM.20_1,OILP,6240.575375,14.68261607,91627.97231,4332.236972,4718.207834,4807.820087,6574.301905,9376.625841,4315.927541,4703.641995,4792.759617,6556.562868,9355.833997,8.376413372,7.489097055,8.340328579,10.71018725,13.5147998,7.933018246,7.076741726,6.720141754,7.028849905,7.277044823,0.047280725,0.047102729,9.14176442062084e-05,8.6578563796823e-05,0.051493094,0.051334127,8.17337420687877e-05,7.72334206182497e-05,0.052471096,0.05230673,9.1023825686499e-05,7.33415962898745e-05,0.071749944,0.071556346,0.000116888,7.67107437551747e-05,0.102333661,0.102106745,0.000147496,7.94194680874228e-05
GTM,GTM.15_1,OILP,6243.39579,14.30610121,89318.65209,7986.223997,7296.424132,6602.191755,6146.998777,5490.079094,7968.28679,7279.697229,6586.656674,6132.567105,5475.39689,6.455098824,6.069270598,5.737223897,5.40854193,6.204089178,11.4821076,10.65763177,9.797856796,9.023129985,8.478114777,0.089412724,0.089211901,7.22704460074943e-05,0.000128552,0.081689815,0.081502542,6.79507634291156e-05,0.000119321,0.073917279,0.073743351,6.42332117977491e-05,0.000109696,0.068820998,0.068659423,6.05533312791929e-05,0.000101022,0.061466211,0.061301831,6.94601746960955e-05,9.49198692322002e-05
HND,HND.4_1,OILP,19.65388713,9.787543468,192.3632746,294.3143333,278.0174985,266.0431131,237.4205025,355.6973458,293.4884995,277.2599924,265.3492794,236.8011014,355.1523774,0.214567236,0.200724188,0.186881141,0.173038093,0.159195046,0.6112666,0.556781972,0.506952584,0.446362965,0.385773346,1.529992323,1.525699228,0.001115427,0.003177668,1.445273268,1.441335374,0.001043464,0.00289443,1.383024455,1.379417562,0.000971501,0.002635392,1.234229886,1.231009931,0.000899538,0.002320417,1.849091759,1.846258742,0.000827575,0.002005442
HND,HND.9_1,OILP,248.2698593,10.81345292,2684.654435,4062.20769,3747.294547,3432.381405,3117.468263,2815.434947,4037.828077,3724.99363,3412.159182,3099.324735,2799.267129,11.13573508,10.22056429,9.305393504,8.390222718,7.526911807,13.24387729,12.08035327,10.91682924,9.753305208,8.640905681,1.513121256,1.504040157,0.004147921,0.004933178,1.395820072,1.387513261,0.003807032,0.00449978,1.278518889,1.270986365,0.003466142,0.004066382,1.161217706,1.15445947,0.003125252,0.003632983,1.048714095,1.042691787,0.00280368,0.003218629
HND,HND.16_1,OILP,96.95285691,8.077248978,783.1123644,465.9412327,539.0796874,522.7002483,494.6053512,481.1820514,460.1009211,532.9557956,516.7637998,488.8520088,475.2245404,3.848516231,4.115165242,4.015819036,3.916876399,4.116437602,1.991795408,2.008726497,1.920629459,1.836466019,1.841073324,0.594986434,0.587528613,0.004914386,0.002543435,0.688381019,0.680561079,0.005254885,0.002565055,0.667465197,0.659884613,0.005128024,0.002452559,0.63158925,0.624242486,0.005001679,0.002345086,0.614448288,0.606840809,0.00525651,0.00235097
HND,HND.15_1,OILP,33.84884807,9.441181952,319.5731335,240.0237102,226.1873008,212.3508914,198.5144819,184.6780725,239.3409092,225.5687766,211.7966441,198.0245116,184.252379,0.352973967,0.316015139,0.279056311,0.242097483,0.205138655,0.32982707,0.30250901,0.275190949,0.247872889,0.220554829,0.751075998,0.748939395,0.001104517,0.001032086,0.707779463,0.705843993,0.000988866,0.000946603,0.664482928,0.662748591,0.000873216,0.00086112,0.621186392,0.61965319,0.000757565,0.000775637,0.577889857,0.576557788,0.000641915,0.000690154
