GID_0,crop_type,OILP_LD_2020,OILP_LD_2021,OILP_LD_2022,OILP_LD_2023,OILP_LD_2024,OILP_production_2020,OILP_production_2021,OILP_production_2022,OILP_production_2023,OILP_production_2024,OILP_EF_2020,OILP_EF_2021,OILP_EF_2022,OILP_EF_2023,OILP_EF_2024,co_product,functional_unit,allocation_ratio,co_product_EF_2020,co_product_EF_2021,co_product_EF_2022,co_product_EF_2023,co_product_EF_2024
DOM,OILP,61777.83467055792,61466.0282847667,60499.45008565408,63227.48770761545,62664.086942346534,227578.12463062484,238004.72564437875,248397.9112636652,258834.5384550405,252953.3455656532,0.2715,0.2583,0.2436,0.2443,0.2477,Palm kernel oil,1 kg palm kernel oil,6.6,1.7919,1.7047799999999997,1.60776,1.61238,1.63482
ECU,OILP,2425099.2402851577,2384699.135372806,2478941.2715503103,2473219.339429105,2564182.99782966,2021270.3409021096,1998922.6454685088,1897958.2330955593,1694554.0156203478,1761625.6412667432,1.2,1.193,1.306,1.46,1.456,Palm oil,1 kg palm oil,6.7,8.04,7.993100000000001,8.750200000000001,9.782,9.7552
ECU,OILP,2425099.2402851577,2384699.135372806,2478941.2715503103,2473219.339429105,2564182.99782966,2021270.3409021096,1998922.6454685088,1897958.2330955593,1694554.0156203478,1761625.6412667432,1.2,1.193,1.306,1.46,1.456,Magnesium stearate,1 kg magnesium stearate,6.7,8.04,7.993100000000001,8.750200000000001,9.782,9.7552
ECU,OILP,2425099.2402851577,2384699.135372806,2478941.2715503103,2473219.339429105,2564182.99782966,2021270.3409021096,1998922.6454685088,1897958.2330955593,1694554.0156203478,1761625.6412667432,1.2,1.193,1.306,1.46,1.456,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,7.56,7.5159,8.2278,9.198,9.172799999999999
ECU,OILP,2425099.2402851577,2384699.135372806,2478941.2715503103,2473219.339429105,2564182.99782966,2021270.3409021096,1998922.6454685088,1897958.2330955593,1694554.0156203478,1761625.6412667432,1.2,1.193,1.306,1.46,1.456,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,7.4399999999999995,7.3966,8.0972,9.052,9.0272
ECU,OILP,2425099.2402851577,2384699.135372806,2478941.2715503103,2473219.339429105,2564182.99782966,2021270.3409021096,1998922.6454685088,1897958.2330955593,1694554.0156203478,1761625.6412667432,1.2,1.193,1.306,1.46,1.456,Palm kernel oil,1 kg palm kernel oil,6.6,7.919999999999999,7.8738,8.6196,9.636,9.609599999999999
GAB,OILP,207302.62992107568,207756.14748111577,217078.62870661568,216902.2558943715,226954.21848855817,8532.46615042816,13153.520005900553,18121.865259929364,18071.767840503253,17501.04659275856,24.3,15.79,11.98,12,12.97,Palm oil,1 kg palm oil,6.7,162.81,105.79299999999999,80.266,80.4,86.899
GAB,OILP,207302.62992107568,207756.14748111577,217078.62870661568,216902.2558943715,226954.21848855817,8532.46615042816,13153.520005900553,18121.865259929364,18071.767840503253,17501.04659275856,24.3,15.79,11.98,12,12.97,Magnesium stearate,1 kg magnesium stearate,6.7,162.81,105.79299999999999,80.266,80.4,86.899
GAB,OILP,207302.62992107568,207756.14748111577,217078.62870661568,216902.2558943715,226954.21848855817,8532.46615042816,13153.520005900553,18121.865259929364,18071.767840503253,17501.04659275856,24.3,15.79,11.98,12,12.97,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,153.09,99.47699999999999,75.474,75.6,81.711
GAB,OILP,207302.62992107568,207756.14748111577,217078.62870661568,216902.2558943715,226954.21848855817,8532.46615042816,13153.520005900553,18121.865259929364,18071.767840503253,17501.04659275856,24.3,15.79,11.98,12,12.97,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,150.66,97.898,74.27600000000001,74.4,80.414
GAB,OILP,207302.62992107568,207756.14748111577,217078.62870661568,216902.2558943715,226954.21848855817,8532.46615042816,13153.520005900553,18121.865259929364,18071.767840503253,17501.04659275856,24.3,15.79,11.98,12,12.97,Palm kernel oil,1 kg palm kernel oil,6.6,160.38,104.21399999999998,79.068,79.19999999999999,85.602
GHA,OILP,4163114.143015758,4440499.059301917,4787497.331219065,5059041.604641998,5382635.0214904165,1857749.2306566776,1872193.9572789285,1877357.9319284067,1869139.4791466,1872099.6233203984,2.241,2.372,2.55,2.707,2.875,Palm oil,1 kg palm oil,6.7,15.014700000000001,15.8924,17.085,18.1369,19.2625
GHA,OILP,4163114.143015758,4440499.059301917,4787497.331219065,5059041.604641998,5382635.0214904165,1857749.2306566776,1872193.9572789285,1877357.9319284067,1869139.4791466,1872099.6233203984,2.241,2.372,2.55,2.707,2.875,Magnesium stearate,1 kg magnesium stearate,6.7,15.014700000000001,15.8924,17.085,18.1369,19.2625
GHA,OILP,4163114.143015758,4440499.059301917,4787497.331219065,5059041.604641998,5382635.0214904165,1857749.2306566776,1872193.9572789285,1877357.9319284067,1869139.4791466,1872099.6233203984,2.241,2.372,2.55,2.707,2.875,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,14.1183,14.943599999999998,16.064999999999998,17.0541,18.1125
GHA,OILP,4163114.143015758,4440499.059301917,4787497.331219065,5059041.604641998,5382635.0214904165,1857749.2306566776,1872193.9572789285,1877357.9319284067,1869139.4791466,1872099.6233203984,2.241,2.372,2.55,2.707,2.875,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,13.894200000000001,14.7064,15.809999999999999,16.7834,17.825
GHA,OILP,4163114.143015758,4440499.059301917,4787497.331219065,5059041.604641998,5382635.0214904165,1857749.2306566776,1872193.9572789285,1877357.9319284067,1869139.4791466,1872099.6233203984,2.241,2.372,2.55,2.707,2.875,Palm kernel oil,1 kg palm kernel oil,6.6,14.7906,15.655199999999999,16.83,17.8662,18.974999999999998
GIN,OILP,6781314.438311947,7289852.980707679,7560170.964031849,7938577.099784736,8108144.64407807,562732.604880176,559871.1344418026,561955.5691115494,562330.337978077,561690.4193888054,12.05,13.02,13.45,14.12,14.44,Palm oil,1 kg palm oil,6.7,80.73500000000001,87.234,90.115,94.604,96.748
GIN,OILP,6781314.438311947,7289852.980707679,7560170.964031849,7938577.099784736,8108144.64407807,562732.604880176,559871.1344418026,561955.5691115494,562330.337978077,561690.4193888054,12.05,13.02,13.45,14.12,14.44,Magnesium stearate,1 kg magnesium stearate,6.7,80.73500000000001,87.234,90.115,94.604,96.748
GIN,OILP,6781314.438311947,7289852.980707679,7560170.964031849,7938577.099784736,8108144.64407807,562732.604880176,559871.1344418026,561955.5691115494,562330.337978077,561690.4193888054,12.05,13.02,13.45,14.12,14.44,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,75.915,82.026,84.735,88.95599999999999,90.972
GIN,OILP,6781314.438311947,7289852.980707679,7560170.964031849,7938577.099784736,8108144.64407807,562732.604880176,559871.1344418026,561955.5691115494,562330.337978077,561690.4193888054,12.05,13.02,13.45,14.12,14.44,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,74.71000000000001,80.724,83.39,87.544,89.528
GIN,OILP,6781314.438311947,7289852.980707679,7560170.964031849,7938577.099784736,8108144.64407807,562732.604880176,559871.1344418026,561955.5691115494,562330.337978077,561690.4193888054,12.05,13.02,13.45,14.12,14.44,Palm kernel oil,1 kg palm kernel oil,6.6,79.53,85.93199999999999,88.77,93.192,95.30399999999999
GMB,OILP,2280.0046629580575,2481.7654248784097,2589.7143541542832,2704.392462892251,2741.69535263334,13260.760853830874,13266.171189423896,13261.930881979864,13265.699725018349,13264.601111301949,0.1719,0.1871,0.1953,0.2039,0.2067,Palm oil,1 kg palm oil,6.7,1.15173,1.2535699999999999,1.30851,1.36613,1.38489
GMB,OILP,2280.0046629580575,2481.7654248784097,2589.7143541542832,2704.392462892251,2741.69535263334,13260.760853830874,13266.171189423896,13261.930881979864,13265.699725018349,13264.601111301949,0.1719,0.1871,0.1953,0.2039,0.2067,Magnesium stearate,1 kg magnesium stearate,6.7,1.15173,1.2535699999999999,1.30851,1.36613,1.38489
GMB,OILP,2280.0046629580575,2481.7654248784097,2589.7143541542832,2704.392462892251,2741.69535263334,13260.760853830874,13266.171189423896,13261.930881979864,13265.699725018349,13264.601111301949,0.1719,0.1871,0.1953,0.2039,0.2067,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,1.08297,1.1787299999999998,1.2303899999999999,1.28457,1.3022099999999999
GMB,OILP,2280.0046629580575,2481.7654248784097,2589.7143541542832,2704.392462892251,2741.69535263334,13260.760853830874,13266.171189423896,13261.930881979864,13265.699725018349,13264.601111301949,0.1719,0.1871,0.1953,0.2039,0.2067,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,1.06578,1.16002,1.21086,1.26418,1.28154
GMB,OILP,2280.0046629580575,2481.7654248784097,2589.7143541542832,2704.392462892251,2741.69535263334,13260.760853830874,13266.171189423896,13261.930881979864,13265.699725018349,13264.601111301949,0.1719,0.1871,0.1953,0.2039,0.2067,Palm kernel oil,1 kg palm kernel oil,6.6,1.1345399999999999,1.2348599999999998,1.28898,1.34574,1.36422
GNB,OILP,47816.287904500605,46888.35510235754,45837.12770378559,44406.68548888227,43812.03812997372,56496.51713658827,56403.79076880386,56426.65113694385,56455.871639634825,56433.421753157825,0.8464,0.8313,0.8123,0.7866,0.7763,Palm oil,1 kg palm oil,6.7,5.67088,5.569710000000001,5.442410000000001,5.27022,5.20121
GNB,OILP,47816.287904500605,46888.35510235754,45837.12770378559,44406.68548888227,43812.03812997372,56496.51713658827,56403.79076880386,56426.65113694385,56455.871639634825,56433.421753157825,0.8464,0.8313,0.8123,0.7866,0.7763,Magnesium stearate,1 kg magnesium stearate,6.7,5.67088,5.569710000000001,5.442410000000001,5.27022,5.20121
GNB,OILP,47816.287904500605,46888.35510235754,45837.12770378559,44406.68548888227,43812.03812997372,56496.51713658827,56403.79076880386,56426.65113694385,56455.871639634825,56433.421753157825,0.8464,0.8313,0.8123,0.7866,0.7763,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,5.33232,5.23719,5.11749,4.955579999999999,4.89069
GNB,OILP,47816.287904500605,46888.35510235754,45837.12770378559,44406.68548888227,43812.03812997372,56496.51713658827,56403.79076880386,56426.65113694385,56455.871639634825,56433.421753157825,0.8464,0.8313,0.8123,0.7866,0.7763,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,5.247680000000001,5.15406,5.03626,4.87692,4.81306
GNB,OILP,47816.287904500605,46888.35510235754,45837.12770378559,44406.68548888227,43812.03812997372,56496.51713658827,56403.79076880386,56426.65113694385,56455.871639634825,56433.421753157825,0.8464,0.8313,0.8123,0.7866,0.7763,Palm kernel oil,1 kg palm kernel oil,6.6,5.58624,5.48658,5.36118,5.191559999999999,5.12358
GNQ,OILP,225909.8976861028,244536.67735856783,255050.6940108608,270493.7757531795,283529.39744344086,17119.90439988975,17035.250194762953,16700.825525722878,16756.615902951475,16744.570414244354,13.2,14.35,15.27,16.14,16.93,Palm oil,1 kg palm oil,6.7,88.44,96.145,102.309,108.138,113.431
GNQ,OILP,225909.8976861028,244536.67735856783,255050.6940108608,270493.7757531795,283529.39744344086,17119.90439988975,17035.250194762953,16700.825525722878,16756.615902951475,16744.570414244354,13.2,14.35,15.27,16.14,16.93,Magnesium stearate,1 kg magnesium stearate,6.7,88.44,96.145,102.309,108.138,113.431
GNQ,OILP,225909.8976861028,244536.67735856783,255050.6940108608,270493.7757531795,283529.39744344086,17119.90439988975,17035.250194762953,16700.825525722878,16756.615902951475,16744.570414244354,13.2,14.35,15.27,16.14,16.93,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,83.16,90.405,96.201,101.682,106.65899999999999
GNQ,OILP,225909.8976861028,244536.67735856783,255050.6940108608,270493.7757531795,283529.39744344086,17119.90439988975,17035.250194762953,16700.825525722878,16756.615902951475,16744.570414244354,13.2,14.35,15.27,16.14,16.93,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,81.84,88.97,94.674,100.06800000000001,104.96600000000001
GNQ,OILP,225909.8976861028,244536.67735856783,255050.6940108608,270493.7757531795,283529.39744344086,17119.90439988975,17035.250194762953,16700.825525722878,16756.615902951475,16744.570414244354,13.2,14.35,15.27,16.14,16.93,Palm kernel oil,1 kg palm kernel oil,6.6,87.11999999999999,94.71,100.782,106.524,111.73799999999999
GTM,OILP,2658777.639801942,2636848.751833885,2604030.0103431023,2612458.9551615394,2907270.296527754,2347297.0705464743,2473169.480016059,2556322.3154327897,2549371.088603526,2533437.681815411,1.133,1.066,1.019,1.025,1.148,Palm oil,1 kg palm oil,6.7,7.5911,7.142200000000001,6.827299999999999,6.8675,7.691599999999999
GTM,OILP,2658777.639801942,2636848.751833885,2604030.0103431023,2612458.9551615394,2907270.296527754,2347297.0705464743,2473169.480016059,2556322.3154327897,2549371.088603526,2533437.681815411,1.133,1.066,1.019,1.025,1.148,Magnesium stearate,1 kg magnesium stearate,6.7,7.5911,7.142200000000001,6.827299999999999,6.8675,7.691599999999999
GTM,OILP,2658777.639801942,2636848.751833885,2604030.0103431023,2612458.9551615394,2907270.296527754,2347297.0705464743,2473169.480016059,2556322.3154327897,2549371.088603526,2533437.681815411,1.133,1.066,1.019,1.025,1.148,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,7.1379,6.7158,6.419699999999999,6.4575,7.232399999999999
GTM,OILP,2658777.639801942,2636848.751833885,2604030.0103431023,2612458.9551615394,2907270.296527754,2347297.0705464743,2473169.480016059,2556322.3154327897,2549371.088603526,2533437.681815411,1.133,1.066,1.019,1.025,1.148,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,7.0246,6.6092,6.317799999999999,6.3549999999999995,7.1175999999999995
GTM,OILP,2658777.639801942,2636848.751833885,2604030.0103431023,2612458.9551615394,2907270.296527754,2347297.0705464743,2473169.480016059,2556322.3154327897,2549371.088603526,2533437.681815411,1.133,1.066,1.019,1.025,1.148,Palm kernel oil,1 kg palm kernel oil,6.6,7.477799999999999,7.0356,6.725399999999999,6.764999999999999,7.576799999999999
GUY,OILP,1.7398844890574487,1.312937448490252,0.9389920222152726,2.3158815847820833,2.351066453218343,0.2582305607510155,0.2582305607510155,0.2582305607510155,0.2582305607510155,0.2582305607510155,6.738,5.084,3.636,8.968,9.105,Palm oil,1 kg palm oil,6.7,45.144600000000004,34.062799999999996,24.3612,60.0856,61.0035
GUY,OILP,1.7398844890574487,1.312937448490252,0.9389920222152726,2.3158815847820833,2.351066453218343,0.2582305607510155,0.2582305607510155,0.2582305607510155,0.2582305607510155,0.2582305607510155,6.738,5.084,3.636,8.968,9.105,Magnesium stearate,1 kg magnesium stearate,6.7,45.144600000000004,34.062799999999996,24.3612,60.0856,61.0035
GUY,OILP,1.7398844890574487,1.312937448490252,0.9389920222152726,2.3158815847820833,2.351066453218343,0.2582305607510155,0.2582305607510155,0.2582305607510155,0.2582305607510155,0.2582305607510155,6.738,5.084,3.636,8.968,9.105,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,42.449400000000004,32.029199999999996,22.9068,56.4984,57.3615
GUY,OILP,1.7398844890574487,1.312937448490252,0.9389920222152726,2.3158815847820833,2.351066453218343,0.2582305607510155,0.2582305607510155,0.2582305607510155,0.2582305607510155,0.2582305607510155,6.738,5.084,3.636,8.968,9.105,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,41.775600000000004,31.520799999999998,22.543200000000002,55.601600000000005,56.45100000000001
GUY,OILP,1.7398844890574487,1.312937448490252,0.9389920222152726,2.3158815847820833,2.351066453218343,0.2582305607510155,0.2582305607510155,0.2582305607510155,0.2582305607510155,0.2582305607510155,6.738,5.084,3.636,8.968,9.105,Palm kernel oil,1 kg palm kernel oil,6.6,44.4708,33.554399999999994,23.9976,59.18879999999999,60.092999999999996
HND,OILP,4008835.5095917378,4244067.3484638855,4346415.945683243,4632125.04495334,4806924.645352284,1969963.642186863,1790465.2937734914,1776243.7333408005,1662935.419183571,1724920.1958228396,2.035,2.37,2.447,2.786,2.787,Palm oil,1 kg palm oil,6.7,13.634500000000001,15.879000000000001,16.3949,18.6662,18.6729
HND,OILP,4008835.5095917378,4244067.3484638855,4346415.945683243,4632125.04495334,4806924.645352284,1969963.642186863,1790465.2937734914,1776243.7333408005,1662935.419183571,1724920.1958228396,2.035,2.37,2.447,2.786,2.787,Magnesium stearate,1 kg magnesium stearate,6.7,13.634500000000001,15.879000000000001,16.3949,18.6662,18.6729
HND,OILP,4008835.5095917378,4244067.3484638855,4346415.945683243,4632125.04495334,4806924.645352284,1969963.642186863,1790465.2937734914,1776243.7333408005,1662935.419183571,1724920.1958228396,2.035,2.37,2.447,2.786,2.787,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,12.820500000000001,14.931000000000001,15.4161,17.5518,17.5581
HND,OILP,4008835.5095917378,4244067.3484638855,4346415.945683243,4632125.04495334,4806924.645352284,1969963.642186863,1790465.2937734914,1776243.7333408005,1662935.419183571,1724920.1958228396,2.035,2.37,2.447,2.786,2.787,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,12.617,14.694,15.1714,17.2732,17.2794
HND,OILP,4008835.5095917378,4244067.3484638855,4346415.945683243,4632125.04495334,4806924.645352284,1969963.642186863,1790465.2937734914,1776243.7333408005,1662935.419183571,1724920.1958228396,2.035,2.37,2.447,2.786,2.787,Palm kernel oil,1 kg palm kernel oil,6.6,13.431000000000001,15.642,16.150199999999998,18.3876,18.394199999999998
HTI,OILP,26.54872947373433,26.36943391435549,27.745101175382736,32.56427887750023,32.32571944105669,554.9208564121161,580.3448218016312,605.687307921795,631.1357208942279,616.7951659740189,0.04784,0.04544,0.04581,0.0516,0.05241,Palm oil,1 kg palm oil,6.7,0.32052800000000004,0.304448,0.306927,0.34572,0.351147
HTI,OILP,26.54872947373433,26.36943391435549,27.745101175382736,32.56427887750023,32.32571944105669,554.9208564121161,580.3448218016312,605.687307921795,631.1357208942279,616.7951659740189,0.04784,0.04544,0.04581,0.0516,0.05241,Magnesium stearate,1 kg magnesium stearate,6.7,0.32052800000000004,0.304448,0.306927,0.34572,0.351147
HTI,OILP,26.54872947373433,26.36943391435549,27.745101175382736,32.56427887750023,32.32571944105669,554.9208564121161,580.3448218016312,605.687307921795,631.1357208942279,616.7951659740189,0.04784,0.04544,0.04581,0.0516,0.05241,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0.301392,0.286272,0.28860299999999994,0.32508,0.330183
HTI,OILP,26.54872947373433,26.36943391435549,27.745101175382736,32.56427887750023,32.32571944105669,554.9208564121161,580.3448218016312,605.687307921795,631.1357208942279,616.7951659740189,0.04784,0.04544,0.04581,0.0516,0.05241,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0.29660800000000004,0.28172800000000003,0.284022,0.31992,0.324942
HTI,OILP,26.54872947373433,26.36943391435549,27.745101175382736,32.56427887750023,32.32571944105669,554.9208564121161,580.3448218016312,605.687307921795,631.1357208942279,616.7951659740189,0.04784,0.04544,0.04581,0.0516,0.05241,Palm kernel oil,1 kg palm kernel oil,6.6,0.31574399999999997,0.299904,0.30234599999999995,0.34056,0.345906
IDN,OILP,221489146.86855683,211641409.81301585,202937690.57298613,200038972.24770212,194163634.00750563,185676844.1817121,206109409.18433765,194667476.34261012,196302672.40777928,197950467.8764507,1.193,1.027,1.042,1.019,0.9809,Palm oil,1 kg palm oil,6.7,7.993100000000001,6.8809,6.981400000000001,6.827299999999999,6.57203
IDN,OILP,221489146.86855683,211641409.81301585,202937690.57298613,200038972.24770212,194163634.00750563,185676844.1817121,206109409.18433765,194667476.34261012,196302672.40777928,197950467.8764507,1.193,1.027,1.042,1.019,0.9809,Magnesium stearate,1 kg magnesium stearate,6.7,7.993100000000001,6.8809,6.981400000000001,6.827299999999999,6.57203
IDN,OILP,221489146.86855683,211641409.81301585,202937690.57298613,200038972.24770212,194163634.00750563,185676844.1817121,206109409.18433765,194667476.34261012,196302672.40777928,197950467.8764507,1.193,1.027,1.042,1.019,0.9809,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,7.5159,6.4700999999999995,6.5646,6.419699999999999,6.17967
IDN,OILP,221489146.86855683,211641409.81301585,202937690.57298613,200038972.24770212,194163634.00750563,185676844.1817121,206109409.18433765,194667476.34261012,196302672.40777928,197950467.8764507,1.193,1.027,1.042,1.019,0.9809,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,7.3966,6.3674,6.460400000000001,6.317799999999999,6.08158
IDN,OILP,221489146.86855683,211641409.81301585,202937690.57298613,200038972.24770212,194163634.00750563,185676844.1817121,206109409.18433765,194667476.34261012,196302672.40777928,197950467.8764507,1.193,1.027,1.042,1.019,0.9809,Palm kernel oil,1 kg palm kernel oil,6.6,7.8738,6.778199999999999,6.8772,6.725399999999999,6.47394
KEN,OILP,0,0,0,0,0,0.0097278421740261,0.00978196475327742,0.00970353302710539,0.00973778039822383,0.00973062303997255,0,0,0,0,0,Palm oil,1 kg palm oil,6.7,0,0,0,0,0
KEN,OILP,0,0,0,0,0,0.0097278421740261,0.00978196475327742,0.00970353302710539,0.00973778039822383,0.00973062303997255,0,0,0,0,0,Magnesium stearate,1 kg magnesium stearate,6.7,0,0,0,0,0
KEN,OILP,0,0,0,0,0,0.0097278421740261,0.00978196475327742,0.00970353302710539,0.00973778039822383,0.00973062303997255,0,0,0,0,0,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0,0,0,0,0
KEN,OILP,0,0,0,0,0,0.0097278421740261,0.00978196475327742,0.00970353302710539,0.00973778039822383,0.00973062303997255,0,0,0,0,0,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0,0,0,0,0
KEN,OILP,0,0,0,0,0,0.0097278421740261,0.00978196475327742,0.00970353302710539,0.00973778039822383,0.00973062303997255,0,0,0,0,0,Palm kernel oil,1 kg palm kernel oil,6.6,0,0,0,0,0
KHM,OILP,395051.97207744233,425258.5405822063,421459.37206822913,437542.3625714575,439458.3207319571,166465.83619601422,182701.81068670543,187991.47621969687,201955.0657278261,194453.71629205393,2.373,2.328,2.242,2.167,2.26,Palm oil,1 kg palm oil,6.7,15.899100000000002,15.5976,15.0214,14.518899999999999,15.142
KHM,OILP,395051.97207744233,425258.5405822063,421459.37206822913,437542.3625714575,439458.3207319571,166465.83619601422,182701.81068670543,187991.47621969687,201955.0657278261,194453.71629205393,2.373,2.328,2.242,2.167,2.26,Magnesium stearate,1 kg magnesium stearate,6.7,15.899100000000002,15.5976,15.0214,14.518899999999999,15.142
KHM,OILP,395051.97207744233,425258.5405822063,421459.37206822913,437542.3625714575,439458.3207319571,166465.83619601422,182701.81068670543,187991.47621969687,201955.0657278261,194453.71629205393,2.373,2.328,2.242,2.167,2.26,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,14.949900000000001,14.6664,14.1246,13.652099999999999,14.237999999999998
KHM,OILP,395051.97207744233,425258.5405822063,421459.37206822913,437542.3625714575,439458.3207319571,166465.83619601422,182701.81068670543,187991.47621969687,201955.0657278261,194453.71629205393,2.373,2.328,2.242,2.167,2.26,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,14.712600000000002,14.4336,13.900400000000001,13.4354,14.011999999999999
KHM,OILP,395051.97207744233,425258.5405822063,421459.37206822913,437542.3625714575,439458.3207319571,166465.83619601422,182701.81068670543,187991.47621969687,201955.0657278261,194453.71629205393,2.373,2.328,2.242,2.167,2.26,Palm kernel oil,1 kg palm kernel oil,6.6,15.661800000000001,15.364799999999999,14.797199999999998,14.302199999999997,14.915999999999999
LAO,OILP,1447.6345163145863,1290.821869476453,1141.1930903227112,1104.8707735647242,1196.708762183334,3883.707931264712,4047.16053671904,4450.187694253501,4373.364993630998,4383.171299812223,0.3727,0.3189,0.2564,0.2526,0.273,Palm oil,1 kg palm oil,6.7,2.49709,2.1366300000000003,1.71788,1.69242,1.8291000000000002
LAO,OILP,1447.6345163145863,1290.821869476453,1141.1930903227112,1104.8707735647242,1196.708762183334,3883.707931264712,4047.16053671904,4450.187694253501,4373.364993630998,4383.171299812223,0.3727,0.3189,0.2564,0.2526,0.273,Magnesium stearate,1 kg magnesium stearate,6.7,2.49709,2.1366300000000003,1.71788,1.69242,1.8291000000000002
LAO,OILP,1447.6345163145863,1290.821869476453,1141.1930903227112,1104.8707735647242,1196.708762183334,3883.707931264712,4047.16053671904,4450.187694253501,4373.364993630998,4383.171299812223,0.3727,0.3189,0.2564,0.2526,0.273,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,2.34801,2.00907,1.61532,1.5913799999999998,1.7199
LAO,OILP,1447.6345163145863,1290.821869476453,1141.1930903227112,1104.8707735647242,1196.708762183334,3883.707931264712,4047.16053671904,4450.187694253501,4373.364993630998,4383.171299812223,0.3727,0.3189,0.2564,0.2526,0.273,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,2.31074,1.9771800000000002,1.5896800000000002,1.56612,1.6926
LAO,OILP,1447.6345163145863,1290.821869476453,1141.1930903227112,1104.8707735647242,1196.708762183334,3883.707931264712,4047.16053671904,4450.187694253501,4373.364993630998,4383.171299812223,0.3727,0.3189,0.2564,0.2526,0.273,Palm kernel oil,1 kg palm kernel oil,6.6,2.4598199999999997,2.10474,1.69224,1.6671599999999998,1.8018
LBR,OILP,714977.4201395768,700318.1400060477,703007.5377459768,714378.2019255979,725640.0438388487,164741.4553131479,165568.46571814557,167350.43194935675,167435.43762484615,167286.4594207128,4.34,4.23,4.201,4.267,4.338,Palm oil,1 kg palm oil,6.7,29.078,28.341000000000005,28.1467,28.588900000000002,29.064600000000002
LBR,OILP,714977.4201395768,700318.1400060477,703007.5377459768,714378.2019255979,725640.0438388487,164741.4553131479,165568.46571814557,167350.43194935675,167435.43762484615,167286.4594207128,4.34,4.23,4.201,4.267,4.338,Magnesium stearate,1 kg magnesium stearate,6.7,29.078,28.341000000000005,28.1467,28.588900000000002,29.064600000000002
LBR,OILP,714977.4201395768,700318.1400060477,703007.5377459768,714378.2019255979,725640.0438388487,164741.4553131479,165568.46571814557,167350.43194935675,167435.43762484615,167286.4594207128,4.34,4.23,4.201,4.267,4.338,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,27.342,26.649,26.466299999999997,26.8821,27.3294
LBR,OILP,714977.4201395768,700318.1400060477,703007.5377459768,714378.2019255979,725640.0438388487,164741.4553131479,165568.46571814557,167350.43194935675,167435.43762484615,167286.4594207128,4.34,4.23,4.201,4.267,4.338,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,26.908,26.226000000000003,26.0462,26.455400000000004,26.8956
LBR,OILP,714977.4201395768,700318.1400060477,703007.5377459768,714378.2019255979,725640.0438388487,164741.4553131479,165568.46571814557,167350.43194935675,167435.43762484615,167286.4594207128,4.34,4.23,4.201,4.267,4.338,Palm kernel oil,1 kg palm kernel oil,6.6,28.644,27.918000000000003,27.726599999999998,28.162200000000002,28.6308
MDG,OILP,114023.037512022,119008.1856006486,123486.70630232042,128718.99491265768,130178.7689481224,18287.628323074947,18330.12095021578,18322.744181372105,18315.36741252843,18321.306788496495,6.235,6.492,6.74,7.028,7.105,Palm oil,1 kg palm oil,6.7,41.7745,43.4964,45.158,47.0876,47.603500000000004
